Variable Name,MERGED_1996-97 datafile,MERGED_1997-98 datafile,MERGED_1998-99 datafile,MERGED_1999-00 datafile,MERGED_2000-01 datafile,MERGED_2001-02 datafile,MERGED_2002-03 datafile,MERGED_2003-04 datafile,MERGED_2004-05 datafile,MERGED_2005-06 datafile,MERGED_2006-07 datafile,MERGED_2007-08 datafile,MERGED_2008-09 datafile,MERGED_2009-10 datafile,MERGED_2010-11 datafile,MERGED_2011-12 datafile,MERGED_2012-13 datafile,MERGED_2013-14 datafile,MERGED_2014-15 datafile,MERGED_2015-16 datafile,MERGED_2016-17 datafile
CIP42CERT4,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP42BACHL,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP43CERT1,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP43CERT2,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP43ASSOC,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP43CERT4,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP43BACHL,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP44CERT1,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP44CERT2,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP44ASSOC,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP44CERT4,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP44BACHL,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP45CERT1,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP45CERT2,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP45ASSOC,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP45CERT4,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP45BACHL,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP46CERT1,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP46CERT2,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP46ASSOC,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP46CERT4,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP46BACHL,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP47CERT1,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CIP47CERT2,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
