Variable Name,Cohort/Measure in Featured Downloads Datafiles,Merged file Drawn From (MergedXXXX_YY_PP.csv),,
FEMALE_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FEMALE_ENRL_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FEMALE_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FEMALE_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FEMALE_UNKN_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FEMALE_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FEMALE_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
MALE_DEATH_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
MALE_COMP_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
MALE_COMP_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
MALE_COMP_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
MALE_WDRAW_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
MALE_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
MALE_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
MALE_ENRL_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
MALE_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
MALE_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
MALE_UNKN_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
MALE_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
MALE_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
PELL_DEATH_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
PELL_COMP_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
PELL_COMP_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
PELL_COMP_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
PELL_WDRAW_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
PELL_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
PELL_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
PELL_ENRL_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
PELL_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
PELL_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
PELL_UNKN_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
PELL_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
PELL_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOPELL_DEATH_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOPELL_COMP_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOPELL_COMP_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOPELL_COMP_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOPELL_WDRAW_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOPELL_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOPELL_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOPELL_ENRL_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOPELL_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOPELL_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOPELL_UNKN_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOPELL_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOPELL_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
LOAN_DEATH_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
LOAN_COMP_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
LOAN_COMP_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
LOAN_COMP_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
LOAN_WDRAW_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
LOAN_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
LOAN_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
LOAN_ENRL_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
LOAN_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
LOAN_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
LOAN_UNKN_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
LOAN_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
LOAN_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOLOAN_DEATH_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOLOAN_COMP_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOLOAN_COMP_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOLOAN_COMP_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOLOAN_WDRAW_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOLOAN_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOLOAN_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOLOAN_ENRL_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOLOAN_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOLOAN_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOLOAN_UNKN_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOLOAN_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOLOAN_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_DEATH_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_COMP_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_COMP_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_COMP_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_WDRAW_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_ENRL_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_UNKN_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
FIRSTGEN_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_DEATH_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_COMP_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_COMP_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_COMP_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_WDRAW_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_ENRL_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_UNKN_ORIG_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
NOT1STGEN_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2009-10 cohort measured in AY2015-16,2015_16,,
DEATH_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
COMP_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
COMP_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
COMP_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
WDRAW_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
WDRAW_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
WDRAW_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
ENRL_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
ENRL_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
ENRL_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
UNKN_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
UNKN_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
UNKN_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LO_INC_DEATH_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LO_INC_COMP_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LO_INC_COMP_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LO_INC_COMP_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LO_INC_WDRAW_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LO_INC_WDRAW_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LO_INC_WDRAW_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LO_INC_ENRL_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LO_INC_ENRL_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LO_INC_ENRL_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LO_INC_UNKN_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LO_INC_UNKN_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LO_INC_UNKN_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MD_INC_DEATH_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MD_INC_COMP_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MD_INC_COMP_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MD_INC_COMP_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MD_INC_WDRAW_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MD_INC_WDRAW_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MD_INC_WDRAW_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MD_INC_ENRL_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MD_INC_ENRL_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MD_INC_ENRL_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MD_INC_UNKN_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MD_INC_UNKN_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MD_INC_UNKN_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
HI_INC_DEATH_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
HI_INC_COMP_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
HI_INC_COMP_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
HI_INC_COMP_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
HI_INC_WDRAW_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
HI_INC_WDRAW_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
HI_INC_WDRAW_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
HI_INC_ENRL_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
HI_INC_ENRL_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
HI_INC_ENRL_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
HI_INC_UNKN_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
HI_INC_UNKN_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
HI_INC_UNKN_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
DEP_DEATH_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
DEP_COMP_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
DEP_COMP_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
DEP_COMP_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
DEP_WDRAW_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
DEP_WDRAW_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
DEP_WDRAW_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
DEP_ENRL_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
DEP_ENRL_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
DEP_ENRL_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
DEP_UNKN_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
DEP_UNKN_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
DEP_UNKN_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
IND_DEATH_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
IND_COMP_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
IND_COMP_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
IND_COMP_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
IND_WDRAW_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
IND_WDRAW_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
IND_WDRAW_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
IND_ENRL_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
IND_ENRL_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
IND_ENRL_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
IND_UNKN_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
IND_UNKN_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
IND_UNKN_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FEMALE_DEATH_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FEMALE_COMP_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FEMALE_COMP_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FEMALE_COMP_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FEMALE_WDRAW_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FEMALE_WDRAW_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FEMALE_WDRAW_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FEMALE_ENRL_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FEMALE_ENRL_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FEMALE_ENRL_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FEMALE_UNKN_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FEMALE_UNKN_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
FEMALE_UNKN_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MALE_DEATH_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MALE_COMP_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MALE_COMP_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MALE_COMP_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MALE_WDRAW_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MALE_WDRAW_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MALE_WDRAW_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MALE_ENRL_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MALE_ENRL_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MALE_ENRL_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MALE_UNKN_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MALE_UNKN_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
MALE_UNKN_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
PELL_DEATH_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
PELL_COMP_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
PELL_COMP_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
PELL_COMP_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
PELL_WDRAW_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
PELL_WDRAW_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
PELL_WDRAW_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
PELL_ENRL_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
PELL_ENRL_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
PELL_ENRL_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
PELL_UNKN_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
PELL_UNKN_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
PELL_UNKN_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOPELL_DEATH_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOPELL_COMP_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOPELL_COMP_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOPELL_COMP_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOPELL_WDRAW_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOPELL_WDRAW_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOPELL_WDRAW_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOPELL_ENRL_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOPELL_ENRL_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOPELL_ENRL_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOPELL_UNKN_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOPELL_UNKN_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOPELL_UNKN_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LOAN_DEATH_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LOAN_COMP_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LOAN_COMP_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LOAN_COMP_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LOAN_WDRAW_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LOAN_WDRAW_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LOAN_WDRAW_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LOAN_ENRL_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LOAN_ENRL_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LOAN_ENRL_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LOAN_UNKN_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LOAN_UNKN_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
LOAN_UNKN_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOLOAN_DEATH_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOLOAN_COMP_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOLOAN_COMP_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOLOAN_COMP_2YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOLOAN_WDRAW_ORIG_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
NOLOAN_WDRAW_4YR_TRANS_YR8_RT,NSLDS AY2007-08 cohort measured in AY2015-16,2015_16,,
